id,answer,score,correct
4.3,"Usually the same way you pass anything else ... you do not have to specify the length of a char array, just pass it to the function by sending the name of the array. Example: char str [20]; isPalindromestr; or or this sends the char array to the function isPalindrome. Otherwise, would need to send the length of the array as well.",3.5,0.0
12.9,"You must first traverse the tree to find the appropriate value. Then you must make sure that the node is a leaf node. If it is, then you can delete the pointer to that specific node.",3.0,0.0
12.3,longest to shortest: n to the power of 3; n!; n to the power of 2; 2 to the power oflog n; loglog n,3.0,0.0
1.2,"Testing, refining, production, and maintenance.",3.5,0.0
10.1,It is a list of numbers in a list made by comparing values of nodes already in the tree and adding to the appropriate spot. Its a list made up of nodes with left and right pointers.,3.0,0.0
2.5,one,0.0,0.0
8.7,either traverse the entire list and pop the given part or create a pointer system that automatically points to it.,3.0,0.0
9.5,List-based. Array-based queues have a way to complicate things to an extent.,3.5,0.0
12.9,Must delete the information that the node containsto free up memory or garbage collectand also delete the pointerin that node 's parentthat points to the node you wish to delete.,2.0,0.0
3.4,gives function ability to access and modify the caller 's argument data directly,3.5,0.0
5.2,To sort the elements by comparing two elements and swapping the smaller one to sort the elements in the array.,3.5,0.0
1.6,"In the declaration of Functions, for statements, and while statements. in the body of If, For, while, do while, statements, in namespaces, headers, etcalmost anywhere.anywhere in the program, as long as it is on it is own line.",2.5,0.0
11.1,input ADDRESS return type elements,2.5,0.0
2.2,A field variable is a variable that is declared as a member of a class. A local variable is avariable that isdeclared local to a method.,2.5,0.0
6.6,By argument and reference.,2.0,0.0
8.3,"Stack usually holds a bunch of items with the same type, therefore u can use an array, to hold the content of the stack and an integer top that holds the index of the element at the top of the stack. u Choose an array size. Then the sequence of operations used. u have to decide what data types are needed for this stack data structure.",3.0,0.0
12.8,The Euler traversal through the tree in a rubber band style shape.,3.5,0.0
4.5,not answered,0.0,0.0
1.2,"In RUP the stages in the software life cycle are influenced by the testing stage is: Elaboration phase-refined progject vision, iterative devilopment of core system, development of system requirements, more accurate time and cost estimates. Construction phase-iterative development of remaining system. Transition phase-testing and deployment of the system.",3.0,0.0
1.2,"All stages are influenced except setting the program requirements. If a test fails, it can change the whole design, implementation, etc of a program as well as the final outcome.",1.5,0.0
2.3,"a constructor does not need a type, and it is used to initialize the variables.",3.5,0.0
7.3,Array based implementation requires less memory than lined lists based implementation,3.5,0.0
6.3,a reference to a equals variable,2.0,0.0
3.3,The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.,3.0,0.0
1.6,After declaration of the variable 's data type.,1.0,0.0
6.4,"The pointer to the array will initially point to the first element of that array. When the pointer is incremented, it will point to the next element, and so on.",3.5,0.0
5.3,On,3.5,0.0
5.1,"Takes an element of an array and compares it with the next element, depending on the values of the two elements they will switch and then the program will compare the new switched element with the next one in the array.",3.0,0.0
2.1,"the class name and its public data types such as constructors, methods, functions.",3.5,0.0
1.2,"refining, production, maintenance.",3.5,0.0
3.1,a function 's return type and parameter list,3.0,0.0
1.2,"Elaboration, construction, and transition.",2.5,0.0
2.6,"The FUNCTION PROTOTYPE is where the programmer declares that he or she is using a function other than main . This is like declaring a variable, the programmer knows that he or she will be using in the future, but has yet to say where they are going to use it, or how. This is answers the question who, it gives the function a name and character. The function prototype, by common practice is placed at the beginning of the program after the includes and before main . The FUNCTION DEFINITION is the guts of the function. This is where the programmer decides what the function is going to do and tells it how to do it. It takes whatever information it is given and performs the operations. It works sort of like the brain, the brain takes in input and based upon that input performs in some way producing an output. The function defintion is placed outside of main and any other functions. A function is its own entity and should be thought of as such.",2.5,0.0
2.3,constructors initialize the data that is then used in the calculations of a function,2.5,0.0
6.5,the size of the information in bits.,2.5,0.0
1.3,The advantages is that OOP allows us to build classes of objects. Three principles that make up OOP are: Encapsulation-Objects combine data and operations. Inheritance-Classes can inherit properties from other classes. Polymorphism-Objects can determine appropriate operations at execution time.,2.5,0.0
1.2,coding,3.0,0.0
4.7,"Both, they are stored in seperate sections.",2.5,0.0
1.1,High risk problems are address in the prototype program to make sure that the program is feasible. A prototype may also be used to show a company that the software can be possibly programmed.,3.5,0.0
11.9,"divide the array in half, sort each half, then sort them back in one array",3.0,0.0
11.3,"obj. are initialized by the variables that call them, when they are created within a class. e. i. classname objectname etc.",2.5,0.0
2.7,A header file consists of reusable source code such as a class in a file that by convention has a. h filename extension. This differs from. cpp files that contain source-code.,3.5,0.0
1.1,"Prototype programming is an approach to programming that enables one to take an organized approach to developing an effective program with minimal errors and a strategic pattern when solving a problem. i. e. book gave an example of a costumer withdrawing money from a bank, the approach that was taking on a pseudo code level during the OOA or Design lvl before proceeding into creating a solution.",2.5,0.0
12.8,The Euler tour traverses through the tree in a rubber-band style shape.,3.5,0.0
12.9,"Set the nodes to NULL, where that it does not point to anything, and the use the DELETE opertator to clear space from memory.",1.5,0.0
3.7,they are used to solve the same type of problems. they do a task over and over again until a cirtain conditional statement is reachedits called the base case in recursion.,3.5,0.0
7.7,Insertion and deletion with a doubly linked list are more involved than with a singly linked list leaving more room for error and complex algorithms.,3.0,0.0
12.2,The experimental approach for measuring the running time is by using the Big O equation which tells you the running time.,3.0,0.0
12.3,"linear, logarithmic, exponential, linear, linear",1.5,0.0
11.3,"The value is specified after declaration, It can initialized anywhere between the declaration and the corresponding.",2.5,0.0
7.1,Information in memory linked to the next piece of information and can only be linked forwards and not backwards.,3.5,0.0
1.5,a value or word that can assume any of a set of values,3.0,0.0
3.7,they are methods of repeating the same task.,2.0,0.0
12.2,not answered,0.0,0.0
5.3,"insertion sort will make zero operationsand length 1 comparisonsin the best case scenario, that is, when the array its given is already in order.",3.5,0.0
1.3,Encapsulation-objects combine data and operations Inheritance-classes can inherit properties from other classes Polymorphism-Objects can determine appropriate operations at execution time,2.5,0.0
11.8,"When the string is passed into the array char, individual characters are stored and can be manipulated. Although when a word is stored into a string variable, it is stored as one word and not as individual characters.",2.0,0.0
11.3,they are initialized to 0,1.0,0.0
11.1,"The name of the class file, the parameters it must take to perform its function. Also a brief description of what the class does.",3.0,0.0
4.4,"Static arrays are those with a declared size, that is known to the program, whereas non-static arrays leave the size undeclared and open so it can be assigned later. Usually used for input purposes.",3.0,0.0
1.6,variables can be declared in classes and methods.,2.5,0.0
11.3,"; or, if you want to initialize a variable to a certain value, equals;",2.5,0.0
11.8,"A string type string acts as a single object, with individual char entities accessible only through specific string class functions. A char array is less robust, but allows direct access to specific char entities.",3.0,0.0
9.7,"A stack, some printing jobs might have a higher priority than others and they can be easily inserted at the front of the list or anywhere between.",1.5,0.0
8.1,A stack is an ADT that stores a set of elements in a particular order.,2.5,0.0
11.8,"a string has variable size and function calls available, while an character array usually has a static size.",3.5,0.0
6.7,when it is dereferenced a function pointer calls its function with zero or more arguments.,3.5,0.0
11.5,not answered,0.0,0.0
10.5,"Binary search trees are similar to binary trees, but have been implemented to organize data in a specific way for later searching.",3.5,0.0
7.7,The process of adding and removing Nodes in a Doubly linked list is more complex than in a basic linked list,3.5,0.0
8.7,StackPush StackPop StackIsEmpty,3.0,0.0
12.4,"selection sort is when you pick a data member and put it in a new array, then you pick another data member and put it in order with the new array, then pick another and insert it in the correct place in the new array, etc etc",3.0,0.0
5.1,Insert the item into its proper position by shifting larger sorted array values to the right.,3.0,0.0
12.3,loglog n; 2 to the power oflog n; n!; n to the power of 2; n to the power of 3;,3.75,0.0
4.6,Compilation error.,1.0,0.0
6.6,They can be passed by value or by reference,2.5,0.0
4.2,"strings that are used in an char array are much easier to manipulate than as a string object, because each character is stored separately rather than as a whole",2.5,0.0
11.3,Objects are usually initialized at the beginning of the program and are initialized usually in the main function. They are initialized after the class 's name.,2.5,0.0
3.3,the function is not treated as a separate unit like other functions,3.5,0.0
3.4,Gives the called function the ability to access and modify the caller 's argument data directly.,3.0,0.0
1.3,"Existing classes can be reused, Program maintenance and verification are easier",3.5,0.0
2.3,constructor creates the class object into memory where functions perform actions against that object,3.0,0.0
2.1,"For us it is usually a set, get, and displayMessge or other messages that tell you what properties a class has but does not reveal its implementations. You could have anything you want in your own class definition.",2.0,0.0
10.7,n minus 1,2.5,0.0
4.3,specify the array name without brackets.,3.0,0.0
9.4,"A linked list with Stack principles. The Queue 's top element is the element that is always being removed first. Must use nodes to contain each element, with a pointer to the top element, which also could be called the head pointer.",3.0,0.0
11.8,String contains a word where as char can contain phrases or a string of characters.,2.0,0.0
5.1,Take a number and choose a pivot point and insert the number in the correct position from the pivot point.,3.0,0.0
2.7,No,0.0,0.0
10.6,The inorder traversal of a binary tree visits the node of a binary tree in order according to their data values.,2.5,0.0
12.2,"adding a time marker at the before the algorithm is called and another time marker immediately after so that you have the change in time, then you can calculate the efficiency by the speed of the computers cpu.",3.5,0.0
11.7,Values in an array that is not delcared as static will remain constant. When an array is declared const values within the array can be manipulated.,2.5,0.0
4.2,strings with type string are just that. Strings. They are not part of an array list at all where as one declared by an array is actually an array of characters able to be pointed and detected.,3.0,0.0
3.5,They differentiated by the compiler by the conditions or inputs used for one of the overloaded functions.,3.0,0.0
3.6,recursion refers to situations in which functions call themselves. These types of functions are known as recursive functions. That being said Infinite recursion occurs when the function is designed in such a way as to call it self forever without stopping possible causes,3.0,0.0
3.2,Global variable can b accessed by any class wit an object in the variables class,3.0,0.0
12.1,The number of steps to search a node is the function n minus 1.,3.5,0.0
11.7,an array that is declared as static can only be used in the function that its being called in. Its a constant array. Static is another way of say const.,2.5,0.0
4.7,By column.,1.0,0.0
2.5,One,0.0,0.0
2.3,A constructor initializes an object or objects of a class. A function of a class performs a task such as display a line of text or do some kind of mathematical operations.,2.5,0.0
11.4,"function sig is, is what is the class recognizes as the main function, or rather its specification",2.0,0.0
3.4,"Less overhead than passed by value, especially when using large numbers.",3.5,0.0
9.4,"You create a list of nodes that had a head and a top pointer, and the functions are basically the same substituting pop and push with enqueue and dequeue",3.0,0.0
1.6,Inside the method.,2.5,0.0
1.7,NO ANSWER,0.0,0.0
1.6,Before they are used.,2.0,0.0
5.3,n minus 1,3.5,0.0
7.6,"The primary disadvantage of doubly linked lists are that1each node requires an extra pointer, requiring more space, and2the insertion or deletion of a node takes a bit longermore pointer operations.",2.0,0.0
6.3,will return zero or many characters placed before the operator,2.0,0.0
5.3,"it could be considered that having only one item would be the easiest to sort, but this could also be a trivial result as nothing is moved having two items allows the algorithm to sort the items into the correct order",2.5,0.0
1.1,To ease the understanding of problem under discussion and to ease the understanding of the program itself,2.5,0.0
8.4,adding the element to the end of the list so that it links to the element before it. when popping the element it takes the last element in the list and sets the previous one as the end of the list.,3.5,0.0
1.2,Refining.,3.0,0.0
1.2,"Refining, Production, Maintenance",3.5,0.0
10.1,"A nonlinear, two-dimensional data structure.",2.0,0.0
6.5,"The amount of memory required for a specific parameter such as ints, doubles.",3.5,0.0
8.6,"i have an hard time explaining this so i will show how infix is evaluated instead. Start with an infix expression, like,5 plus 2multiplied by 5plus400 divided by2 plus 3, and push items until you get a  and once that happens, perform the operations until you reach an  ... with that complete, you will now have 7 multiplied by 5plus400 divided by2 plus 3as now the expression that will be evaluated ... perform last step again ...35 plus400 divided by2 plus 3is now the stack ... repeat agian ...35 plus400 divided by 5 is now the stack after that ... repeat ...35 plus 80is now the stack, repeat again ... 115 is now the stack, and is returned.",2.5,0.0
4.7,by row and column,2.5,0.0
4.1,statically and dynamically,2.5,0.0
1.1,"To address major issues in the creation of the program. There is no way to account for all possible bugs in the program, but it is possible to prove the program is tangible.",2.5,0.0
3.7,"Incorrectly writing either can result in infinite loops, both perform the same task over and over.",3.5,0.0
2.2,Data members are the data components of a particular class. A member function are the functioning components of the class.,3.0,0.0
3.5,"they have to have same return type, but different input parameters",3.0,0.0
12.3,2 to the power oflog nn to the power of 2 to the power of 3 loglong nn!,3.25,0.0
12.9,delete node;,1.5,0.0
1.6,"In the main function, usually at the top of code. They can be declared almost anywhere, but must be declared before the code can use or act upon them.",3.5,0.0
5.3,"The run time for this sorting program is n to the power of 2. Best case is the list is already sorted, worst case is the list is sorted but in reverse.",3.5,0.0
11.2,"static, long, unsigned",0.5,0.0
9.3,you can take the array and put it in a queue stack or you can just traverse the list and keep track of top and bottom,3.5,0.0
4.5,all of them.,3.5,0.0
3.1,The signature can include a result type and thrown errors.,2.0,0.0
12.4,"Selection sort is usually a recursive sorting method where you divide the elements to be sorted in half repeatedly. You then sort the smallest case, then work your way up, sorting each until they are all sorted.",2.5,0.0
1.3,"Existing classes can be reused, and program maintenance and verification are easier.",3.5,0.0
11.3,objectname classname ; to call a function from the class: objectname. funciton ;,1.5,0.0
3.7,"As discussed earlier, recursion may be used to process iterative actions. Recursion is used for calculations where the answer can be described in a function that relates to itself.",2.0,0.0
1.1,To lay out the basics and give you a starting point in the actual problem solving.,2.0,0.0
4.2,"By using an array of characters, you are limited to the size of the array of characters. By declaring by type the end of the string is acknowledged by white space.",3.5,0.0
4.5,both,2.5,0.0
8.4,"A singly-linked list is already a lot like a stack, it just depends on the way you address moving the head.",3.5,0.0
1.5,A named object that can hold a numerical or letter value,3.5,0.0
3.5,not answered,0.0,0.0
1.3,Information can be hidden. It is easier to debug. Programming is easier and more manageable.,3.5,0.0
3.6,"no base case, as in a single return that does not include calling the function again. a static value to end at.",3.5,0.0
4.2,"the type string uses less storage and you have to change the string all at once. with an array of characters you can make permutations of words using the characters stored in the array, without needing to actually access and change the variables. with an array of characters you can just change how they are accessed.",3.0,0.0
3.5,"By the type they are initilized withint, char, etc.",3.0,0.0
4.4,a static array has pre-runtime size and that size cannot be changed. A dynamic array gets its size at runtime.,3.0,0.0
2.1,"class name, two curly prenthesis, public and private",2.0,0.0
7.6,You can traverse forwards and backwards through nodes.,3.5,0.0
4.6,compilation error.,1.0,0.0
12.2,BIG-OH,2.5,0.0
2.1,An object and data.,2.0,0.0
8.3,create an array and implement pointers that point to the next list item down and stack them up.,2.0,0.0
9.3,"add items into a fixed size array, pull the items out by calling on them with the starting index, increase starting index so when it calls again its now the next index element in the array.",3.5,0.0
2.1,A class definition typically includes function definitions.,3.0,0.0
9.3,remove the element then shift the elements one space back,3.0,0.0
8.1,a finite ordered list with zero or more elements,2.0,0.0
11.8,"When you read a string of characters, you also read in the white space. When you read characters declared char you only read the characters, no white space.",3.0,0.0
11.3,"Objects are initialized essentially as copies of the corresponding classes, complete with their own separate variables.",2.5,0.0
4.5,All of the dimensions must be specified.,3.5,0.0
3.7,"Many problems can be solved by both iteration and recursion, and either may go into a condition of infinite execution if a termination test is omitted.",3.5,0.0
3.2,they can be accessed by any C plus plus file anywhere.,2.5,0.0
1.2,"The refining step, the production step, and the maintenance stage.",3.5,0.0
7.5,They are passed by reference because you want the function to change the pointer,0.5,0.0
6.4,"by referencing a pointer and referring to other pointers relative to the first pointerpointer plus 1, pointer plus 2, etc",3.0,0.0
7.6,You can traverse the list in reverse.,3.5,0.0
11.1,By divide and conquer.,3.5,0.0
1.3,1-Existing classes can be reused 2-Program maintenance and verification are easier,3.5,0.0
3.4,"if you pass by reference, you can modify the value as opposed to passing by value where you cannot change the value",3.5,0.0
4.7,No answer,1.0,0.0
11.3,objects are initialized by stating the classname first then assigning a name to the object. Within the object 's is a place where it can be initialized.,3.5,0.0
12.4,"pick a number, and set all values less than that number to the left, while all numbers on the right of that number is larger.",3.0,0.0
8.5,"Linked list implementation is preferred. That way, the list can be moved along without iteration.",3.0,0.0
7.6,You can point both forwards and backwards,3.5,0.0
12.4,"goes to the middle of the list, checks to see if it is greater or less then the value given and moves through the list accordingly to add the value into the proper place.",2.0,0.0
11.3,classname objectnameinput parameters;,3.0,0.0
3.4,Gives called function the ability to access and modify the caller s argument data.,3.5,0.0
8.7,if top item! equals given element pop the stack. Repeat until item is found or stack is empty,3.5,0.0
6.6,"Pointers may be passed to functions by value, by reference with reference arguments, or by reference with pointer arguments.",2.5,0.0
10.6,"Level order traversal is a traversal method by which levels are visited successively starting with level 0the root node, and nodes are visited from left to right on each level, with Push and Pop methods.",2.0,0.0
6.5,the size of the list object.,3.0,0.0
3.3,You declare your inline function in the header or before your int main . You then can call that function at anytime in your main program quickly and easily.,2.0,0.0
2.3,A constructor is a function used to initialize an object 's data when it is created.,3.5,0.0
2.6,"Function definitions are just that, the definition. The prototype is what the compiler uses to check that calls to function are correct.",2.0,0.0
4.4,not answered,0.0,0.0
10.6,Its used to visit nodes of a binary search tree in a search key order.,3.5,0.0
10.1,a tree is a series of nodes where each node has links to other nodes.,3.0,0.0
7.4,"Linked lists permit insertion and removal of nodes at any point in the list in constant time, [1] but do not allow random access.",1.5,0.0
8.5,The list-based implementation is preferred since the big O1is very efficient.,3.0,0.0
8.4,You can add an element to the end of the linked list and update a pointer called top each time you modify the list.,3.0,0.0
4.1,Pass the length along with the array or use a vector.,3.0,0.0
8.5,list based because the nodes are easier to work with and can be traversed easier,3.0,0.0
10.7,n minus 1 divided by 2 is the algorithm to compare and find an element.,2.0,0.0
12.9,The way you delete a node from a binary search tree is first you have take the root and then see the nodes that are coming from the root. And delete the nodes and set the root to NULL.,2.0,0.0
4.2,"the type string is a class and is safer, while the other is just an array of characters.",3.5,0.0
11.3,memory is allocated in accordance with their type and initialization input.,2.0,0.0
8.5,"Array based because they are faster, easier to keep track of and less complexity in code.",2.5,0.0
5.4,"ifright is greater than leftmid equalsright plus leftdivided by 2; m sortnumbers, temp, left, mid; m sortnumbers, temp, mid plus 1, right; mergenumbers, temp, left, mid plus 1, right;",2.0,0.0
4.2,A char array reads a string as each individual character. A string literal array reads the entire string.,3.0,0.0
12.8,"it starts node on the left of the root and then proceeds to visits each node in a left to right order, visits the root, and then proceeds to repeat the previous step on the right side of the tree.",3.5,0.0
2.1,member functions,3.5,0.0
2.3,A constructor is called whenever a new object of that class is made.,3.5,0.0
2.3,"all constructors are functions but not all functions are constructors. Also functions can have nearly infinite purposes, while constructors always create an instance of whichever class you are using. You can change how a constructor does something but not what it does. With functions you can change not only the how but also the what.",3.0,0.0
6.4,multi-dimensional array,1.0,0.0
12.8,not answered,0.0,0.0
11.9,it is the separating of large program into smaller classes then until target is reached.,3.5,0.0
12.2,"In experimental terms, the running time of an algorithm is measured by the number of operations required to complete the function. This number can usually be expressed in big-O notation.",3.5,0.0
4.7,columns,1.0,0.0
1.6,They are usually declared at the beginning before they can be used in the program. They always contain a name and a data type.,3.0,0.0
8.7,"You need to pop each item on the stack and compare the item. Once the item is found, no more items need to be removed.",3.5,0.0
4.6,compilation error,1.0,0.0
3.7,"they both are able to do repetiive tasks. however recurisve calls itself with different parameters and defines and exit clause that is guaranteeed to be reached. Iterative includes a loop which iterates a pre-determined number of times, or checks for an exit clause every time through",3.5,0.0
11.4,the body of the function that holds all the actual code,2.0,0.0
5.4,The best case is the same as the worst case On log nfor a recursive merge sort.,2.0,0.0
11.1,"Class name,, semicoln at the end of the defination, private and bublic followed by :",3.0,0.0
11.7,static arrays can be called from anywhere,2.0,0.0
2.2,A local variable can only be accessed within the scope of its declaration.,3.5,0.0
12.4,"Selection sort is a sorting algorithm that divides a list in half and has two lists. It then compares the first elements in both these lists and puts these elements in another list, having the smaller element before the bigger one.",2.0,0.0
12.1,its a data type with a memory address and a value,3.5,0.0
9.3,"add in data from the first element to the last, take out data from the first element to the last.",3.0,0.0
10.1,A tree is a finite set of one or more nodes such that there is a specially designated node called the root.,3.5,0.0
7.6,You can move forwards and backwards in the double-linked list. Basic only moves forwards.,3.5,0.0
1.1,The role of a prototype program is to help spot key problems that may arise during the actual programing.,2.0,0.0
3.1,"A function signature includes a function 's return type, parameters and semi-colon.",3.0,0.0
8.7,you would have to traverse the stack popping each element to search it,3.5,0.0
3.5,overloaded function simply invovles haing a method with the same name within the class. is used to implement a method for subclass which overrides in other words replaces the implementation of the super class. Overloading the concept of providing different meaning to a object based on the context of its presence. Overloading is one type of polymorphism and this is also a feature in programing.,3.0,0.0
2.3,a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data.,2.5,0.0
3.3,not answered,0.0,0.0
4.4,"if they are declared fixed or static that means they cannot change size once their storage has been allocated, however one that is not or dynamic arrarys can be resized.",3.0,0.0
11.7,a static array has a predetermined size and that size cannot be altered,3.0,0.0
6.2,"the ampersandADDRESSmeans pass by reference. When the function is called, a pointer to the variable, instead of the variable itself, will be passed into the function.",3.0,0.0
12.8,it runs through the parents and the children in order,3.0,0.0
10.3,A new item to the tree --a child,3.0,0.0
5.3,1 operation. the best case scenario s where it is already sorted and does one comparision.,3.0,0.0
2.5,It depends on the number of objects. Each object should have a constructor.,2.5,0.0
12.1,3 steps at most. There are 3 cases.,1.5,0.0
9.4,Check if list is empty and add elements to the list.,2.5,0.0
11.7,A static array cannot be changed. A regular array can be changed when it is passed to a function or manually.,2.5,0.0
12.3,from lowest to longest. loglog n; 2 to the power oflog n; n!; n to the power of 2; n to the power of 3;,3.625,0.0
4.7,"usually it is by rows then followed by the column, but it is up to the programmer to determine how values are stored in bi-dimensional arrays.",2.5,0.0
7.7,"Inserting and deleting in a double-linked list is more involved, and has special cases at the beginning and end.",3.0,0.0
10.5,a tree that is set up so that it can be easily searched for numbers based on the location compared to the previous nodes.,3.5,0.0
8.7,Basically pop the stack until you find the given element.,3.5,0.0
1.1,"the prototype program gives a general idea of what the end product will do, without the time and effort to write out the entire program.",3.0,0.0
11.2,"local, global, local-variable, function specific",2.5,0.0
3.4,Gives called function the ability to access and modify the caller s argument data directly.,3.5,0.0
2.7,Header files declares the class member functions.,3.5,0.0
7.1,"An array based list that uses an implicit ordering scheme, often using pointers.",2.5,0.0
7.5,No node in a circular linked list contains NULL.,3.5,0.0
1.2,Testing could affect all parts of the life cycle; it could make you go back to specification if it does not test well.,2.0,0.0
2.3,A constructor is a method that starts new instances of a class.Example: Employee employee 1parametersstarts a new instance of object of type Employee. A function is simply a module within a program that completes its single desired task.,3.0,0.0
5.1,The sorted array or list is built one entry at a time.,3.5,0.0
12.8,The Euler tour traversal of a tree the function that iteratively keeps track of the pointer on each node.,3.0,0.0
1.1,To get early feedback from users in early stages of development. To show users a first idea of what the program will do or look like. To make sure the program will meet requirements before intense programming begins.,2.5,0.0
4.4,an array declared as static can only be declared once,3.5,0.0
8.7,could traverse through the list or array to find the element.,2.0,0.0
8.5,array based list is preferred because it can hold any size as long as u specify it.,1.0,0.0
12.3,loglog n; n!; n to the power of 2; n to the power of 3; n to the power oflog n,2.25,0.0
9.3,By implementing an array and only adding items to the end of the array and only removing items from the beginning of the array.,3.0,0.0
1.1,it provides a limited proof of concept to verify with the client before actually programming the whole application.,2.0,0.0
7.6,Doubly linked lists allow backward movement through the nodes.,3.5,0.0
11.3,not answered,0.0,0.0
3.5,it creates a set of candidate functions then a set of viable functions,3.0,0.0
2.5,one,0.0,0.0
1.2,"Refining the solution, Production and Maintenance are all influenced by the Testing stage.",3.0,0.0
11.1,"access specifiers and functions, oftentimes a constructor.",3.0,0.0
11.8,a string is a variable with a single entinty of letters combined into one while in a char [] each letter is assigned a memory value and each has its own variable assigned i. e. char [0] char [1].,2.0,0.0
9.1,"Queue is a buffer, which store element in a particular order",3.5,0.0
4.5,just the first one at least.,2.0,0.0
10.7,Depends on what half of the tree and the levels you have.,3.5,0.0
10.6,It travels left to right,3.5,0.0
2.4,When it the programs compiles,3.5,0.0
4.2,"array it is the collection of similar data types ex: int a [10] ten indicates the size of array. [] is index of array, we can give only integer values to array of a. where as string mean collection of group of characters. string declarations have a datatype usually causes storage to be allocated in memory that is capable of holding some predetermined number of symbols. However Arrays can be declared to contain values of any non reference data type. Multiple arrarys of the same type",2.5,0.0
2.5,It depends what type of class is being defined. Typically you would have a constructor call for each object.,1.5,0.0
6.2,returns a pointer,3.5,0.0
12.8,go to the bottom of the left sub tree and visit the parent and then its children,3.0,0.0
7.7,The main disadvanate is that if hard to remove all items in the list.,2.0,0.0
11.1,"constructor, and function definitions.",3.5,0.0
11.4,A function signature is the return type and accepted pass value type it takes,3.5,0.0
2.7,Instruct the compiler on how to interface with library and user-written components.,2.5,0.0
10.7,Onlogn,2.5,0.0
11.7,static arrays cannot be changed while normal arrays can be changed,2.5,0.0
11.1,class definitions include the name of the class and type of parameters,3.0,0.0
12.1,2 to the power of n where n is the of levels the binary tree has,2.0,0.0
4.5,"at least 2, but it should always equal the number of dimensions that the argument is expecting ... like ... blah [] [] [] [] will require 4 dimensional array input. blah [] [] [] will require a 3 dimensional array. blah [] [] will require a 2 dimensional array.",3.0,0.0
8.4,"You can implement a stack using arrays or and linked list. By the use of pointers, that point elementnodeto the next element in the stack. By the use of pointers, the stack becomes a linked list.",2.5,0.0
10.6,Traverses the binary tree in inorder. It lets you visit the nodes in order according to their data values.,3.0,0.0
11.1,return type and input parameters,2.5,0.0
3.7,anything you can do recursively you can do iteratively,3.0,0.0
2.7,create a comon area to contain reusable functions.,3.0,0.0
5.1,Compare two numbers at a time and swap until the entire list is sorted.,2.0,0.0
3.4,Functions can directly modify arguments that are passed by reference.,3.5,0.0
4.5,"None, just pass the array name.",2.0,0.0
2.3,"A constructor is used to create an object that can be employed in the main function of a program. This may or may not execute code along with it. A function is a set of code that executes when called, but does not create a new object.",3.0,0.0
12.9,It all depends on where the node is located. If its a child it can just be deleted but for a node inside the tree it must be replaced with another node that works in its place.,3.5,0.0
1.2,"Elaboration, Construction, Transition",2.0,0.0
4.1,with a number and with a variable,3.0,0.0
6.4,"The name of an array is considered to be a pointer in C plus plus, and can be passed as such in functions parameters. Declaring int a [10]; creates a pointer a which stores the address of a [0].",3.5,0.0
1.6,Anywhere in the same scope before they are used,3.5,0.0
5.1,Inserting array items in to their appropriate positions from smallest to largest at a pivot which starts on the second element of the array.,3.5,0.0
2.5,Just one per class.,0.0,0.0
1.2,"The testing stage has a direct influence on the final version of a program, being as it is the debugging and finalization of a software revision.",1.5,0.0
1.4,in the testing phase,0.0,0.0
11.4,function prototype that contains functions and data members.,3.0,0.0
12.1,"It would take n divided by 2 elements, given n.",1.5,0.0
4.2,"By using an array of characters, one can store and manipulate the strings rather than just having a type string variable.",2.5,0.0
2.1,"the keyword class followed by they class name, on the inside you declare public and private declarations of your class",3.5,0.0
12.2,time complexity using big O logarthmic Olog nlinear Onexponential On to the power of 2quadratic On to the power of kk is greater than or equal to 1 Polynomial Oa to the power of nn is greater than 1,2.5,0.0
11.9,to divide one larger string or line of values and sepereate them into smallers lines to easily manipulate them and then replace them in the order in which they should be.,3.5,0.0
10.7,nLogn,2.0,0.0
5.3,Best case-1 Worst Case-N,2.0,0.0
10.2,The connections between elements are called branches. Trees are often called inverted trees because they are normally drawn with the root at the top.,1.5,0.0
2.7,contains all the standard C plus plus library 's i. e. string,1.0,0.0
8.7,you would need to perform a search through the list of elementsi dont really understand what this question is asking ... its not very clear?,1.5,0.0
7.5,"Circular linked lists are most useful for describing naturally circular structures, and have the advantage of regular structure and being able to traverse the list starting at any point.",2.5,0.0
12.1,"Given n elements, it would take n divided by 2 steps to find the search criteria.",1.5,0.0
4.3,the same way but with [] at the declaration and the actual function.,3.0,0.0
8.4,"Using a linked list is one way to implement a stack so that it can handle essentially any number of elements. It is usually convenient to put a data structure in its own module, thus, you will want to create files stack. h and a stack. c",2.0,0.0
3.3,it treats them as the same function,2.0,0.0
12.2,"For every call into memory, add or multiply it into an equation of type On",2.5,0.0
7.4,not answered,0.0,0.0
5.2,"To put the biggest element at the end of the list and place the next highest element behind it, and so on.",3.5,0.0
11.8,The difference is that a string that is declared a variable of type char [] is each char is included in the array versus the string of characters that is read into a variable.,2.0,0.0
2.6,"prototype states all functions in that class before compilation, where the definition actually holds the source for the functions",3.5,0.0
10.1,a grouping of data in a parent to child structure,3.0,0.0
9.3,By using the beginning of the array as the removal point of the queueor beginning of the queueand the ith element as the end of the queue.,3.5,0.0
1.2,"Refining stage, Production stage, and Maintenance stage.",3.5,0.0
1.6,in the very beginning of the program. Before the main starts.,2.0,0.0
